hash,level,moves,health,r0c0,r0c1,r0c2,r0c3,r0c4,r0c5,r0c6,r1c0,r1c1,r1c2,r1c3,r1c4,r1c5,r1c6,r2c0,r2c1,r2c2,r2c3,r2c4,r2c5,r2c6,r3c0,r3c1,r3c2,r3c3,r3c4,r3c5,r3c6,r4c0,r4c1,r4c2,r4c3,r4c4,r4c5,r4c6,r5c0,r5c1,r5c2,r5c3,r5c4,r5c5,r5c6,r6c0,r6c1,r6c2,r6c3,r6c4,r6c5,r6c6,s0d0,s0d1,s0d2,s0d3,s0d4,s0d5,s0d6,s1d0,s1d1,s1d2,s1d3,s1d4,s1d5,s1d6,s2d0,s2d1,s2d2,s2d3,s2d4,s2d5,s2d6,s3d0,s3d1,s3d2,s3d3,s3d4,s3d5,s3d6,s4d0,s4d1,s4d2,s4d3,s4d4,s4d5,s4d6,s5d0,s5d1,s5d2,s5d3,s5d4,s5d5,s5d6,s6d0,s6d1,s6d2,s6d3,s6d4,s6d5,s6d6,solution
425,425,62,1,start,grass,marsh,grass,grass,grass,grass,grass,grass,marsh,marsh,grass,grass,grass,marsh,marsh,grass,marsh,marsh,grass,grass,grass,marsh,marsh,grass,marsh,marsh,marsh,grass,grass,marsh,marsh,grass,grass,marsh,grass,grass,grass,marsh,grass,grass,grass,grass,grass,grass,marsh,marsh,grass,endClosed,,warp,,boulder,boulder,gem,warp3,warp,boulder,,,boulder,boulder,,,,boulder,,,boulder,boulder,boulder,,,boulder,,,gem,boulder,boulder,,,boulder,warp2,boulder,hammer,boulder,boulder,,warp3,boulder,boulder,warp2,,boulder,gem,,boulder,,"D,R,D,R,D,R,D,R,R,L,D,U,D,U,L,U,L,U,L,U,L,D,R,D,R,D,R,D,D,R,U,L,R,D,R,R"
426,426,37,1,start,grass,grass,marsh,grass,grass,marsh,marsh,marsh,marsh,marsh,marsh,marsh,marsh,marsh,grass,grass,marsh,marsh,marsh,grass,grass,marsh,marsh,marsh,grass,marsh,marsh,grass,marsh,marsh,marsh,grass,marsh,marsh,marsh,marsh,marsh,marsh,marsh,grass,marsh,marsh,grass,grass,marsh,marsh,marsh,endClosed,,gem,gem,,gem,gem,warp2,,,warp,,,,,,gem,gem,,warp3,,gem,gem,,,,gem,,,gem,,,,gem,,,warp2,,,,,gem,,warp,gem,gem,,,warp3,,"R,R,D,R,R,L,L,D,L,L,D,D,D,L,L,R,D,D,R,L,L,U,L,U,U,U,R"
427,427,41,1,start,marsh,grass,marsh,marsh,marsh,grass,grass,marsh,marsh,grass,marsh,marsh,marsh,grass,marsh,grass,marsh,grass,grass,grass,marsh,grass,grass,marsh,marsh,marsh,marsh,marsh,marsh,marsh,marsh,grass,marsh,marsh,grass,marsh,marsh,marsh,grass,marsh,marsh,grass,grass,marsh,marsh,grass,grass,endClosed,,,boulder,,,,boulder,warp,,,boulder,,,,gem,enemy,gem,enemy,gem,gem,warp3,enemy,gem,warp2,,enemy,enemy,,enemy,,,,warp2,enemy,,gem,enemy,,hammer,warp,,enemy,warp3,gem,enemy,,,,,"D,L,R,D,U,U,L,R,D,R,R,R,R,D,R,R,U,D,L,R,R,L,L,L,U,L,L,D,D,D,D,U,D,R,R"
428,428,42,1,start,marsh,marsh,marsh,marsh,marsh,marsh,marsh,marsh,marsh,marsh,marsh,marsh,marsh,marsh,marsh,marsh,marsh,marsh,marsh,marsh,marsh,marsh,marsh,marsh,marsh,marsh,marsh,marsh,marsh,marsh,marsh,marsh,marsh,marsh,marsh,marsh,marsh,marsh,marsh,marsh,marsh,marsh,marsh,marsh,marsh,marsh,marsh,endClosed,,,gem,enemy,gem,sword,enemy,,,enemy,enemy,warp,enemy,enemy,,,enemy,enemy,gem,enemy,enemy,enemy,gem,,enemy,enemy,enemy,enemy,gem,warp,gem,enemy,enemy,enemy,enemy,enemy,enemy,enemy,enemy,enemy,enemy,gem,enemy,warp2,enemy,enemy,enemy,warp2,,"R,R,L,D,D,D,R,D,L,U,R,L,D,L,R,D,U,D,D,R,U,D"
429,429,56,1,marsh,marsh,marsh,marsh,marsh,marsh,marsh,marsh,marsh,marsh,marsh,marsh,marsh,marsh,marsh,start,marsh,marsh,marsh,endClosed,marsh,marsh,marsh,marsh,marsh,marsh,marsh,marsh,marsh,marsh,marsh,marsh,marsh,marsh,marsh,marsh,marsh,marsh,marsh,marsh,marsh,marsh,marsh,marsh,marsh,marsh,marsh,marsh,marsh,gem,gem,enemy,,enemy,gem,gem,boulder,boulder,enemy,,enemy,warp2,,,,enemy,,enemy,,hammer,,,enemy,,enemy,,,,,enemy,,enemy,,,,,enemy,,enemy,,,warp,gem,enemy,,enemy,warp2,warp,"D,D,D,D,L,L,U,R,D,D,L,U,R,U,U,U,U,U,U,R,L,D,D,D,D,D,D,L,D"
430,430,73,1,marsh,marsh,marsh,marsh,marsh,marsh,marsh,marsh,marsh,marsh,marsh,marsh,marsh,marsh,marsh,marsh,marsh,marsh,endClosed,marsh,marsh,marsh,marsh,marsh,marsh,marsh,marsh,marsh,marsh,marsh,start,marsh,marsh,marsh,marsh,marsh,marsh,marsh,marsh,marsh,marsh,marsh,marsh,marsh,marsh,marsh,marsh,marsh,marsh,enemy,warp2,,,,,sword,enemy,enemy,enemy,enemy,enemy,enemy,enemy,gem,enemy,enemy,enemy,,enemy,gem,warp,gem,enemy,enemy,enemy,gem,gem,enemy,gem,,enemy,gem,enemy,warp3,gem,enemy,enemy,gem,warp,warp2,enemy,gem,warp3,gem,gem,enemy,enemy,enemy,"L,U,L,U,D,U,D,R,R,R,R,R,R,L,L,L,L,L,L,U,D,L,D,L,L,U,D,L,U,D,R,U,L,U,R,L,L"
431,431,58,1,start,marsh,marsh,marsh,marsh,marsh,endClosed,marsh,marsh,marsh,marsh,marsh,marsh,marsh,marsh,marsh,marsh,marsh,marsh,marsh,marsh,marsh,marsh,marsh,marsh,marsh,marsh,marsh,marsh,marsh,marsh,marsh,marsh,marsh,marsh,marsh,marsh,marsh,marsh,marsh,marsh,marsh,marsh,marsh,marsh,marsh,marsh,marsh,marsh,,gem,,,,gem,,,boulder,boulder,boulder,boulder,boulder,warp3,warp,enemy,enemy,enemy,enemy,enemy,boulder,boulder,enemy,gem,gem,gem,enemy,boulder,boulder,enemy,gem,gem,gem,enemy,warp2,warp,enemy,enemy,enemy,enemy,enemy,warp3,hammer,hammer,boulder,boulder,warp2,sword,boulder,"R,L,D,D,D,R,R,R,R,D,U,L,R,D,U,R,L,L,L,U,L,L,D,R,R,R,R,R,L,D,U"
432,432,74,1,start,marsh,marsh,marsh,marsh,marsh,marsh,marsh,marsh,marsh,marsh,marsh,marsh,marsh,marsh,marsh,marsh,marsh,marsh,marsh,marsh,marsh,marsh,marsh,marsh,marsh,marsh,marsh,marsh,marsh,marsh,marsh,marsh,marsh,marsh,marsh,marsh,marsh,marsh,marsh,marsh,marsh,marsh,marsh,marsh,marsh,marsh,marsh,endClosed,,,sword,enemy,enemy,enemy,enemy,,,enemy,enemy,gem,gem,enemy,,enemy,gem,enemy,enemy,gem,enemy,enemy,enemy,gem,enemy,enemy,enemy,enemy,gem,enemy,enemy,gem,gem,sword,enemy,gem,enemy,sword,enemy,enemy,enemy,enemy,gem,sword,enemy,,,,,"R,R,L,L,D,D,D,D,D,D,R,R,U,U,U,U,D,D,R,R,R,U,U,U,L,R,D,D,D,L,L,L,D,D,R,R,R,R"
433,433,79,1,start,marsh,marsh,marsh,marsh,marsh,marsh,marsh,marsh,marsh,marsh,marsh,marsh,marsh,marsh,marsh,marsh,marsh,marsh,marsh,marsh,marsh,marsh,marsh,marsh,marsh,marsh,marsh,marsh,marsh,marsh,marsh,marsh,marsh,marsh,marsh,marsh,marsh,marsh,marsh,marsh,marsh,marsh,marsh,marsh,marsh,marsh,marsh,endClosed,,sword,,,enemy,gem,sword,sword,enemy,,,gem,boulder,enemy,,,warp,,enemy,gem,,,,,enemy,,,,enemy,gem,enemy,,warp,,enemy,gem,boulder,gem,,,,enemy,enemy,gem,enemy,,,,,"R,R,R,R,R,R,L,L,D,L,L,D,R,U,U,D,D,L,L,L,U,D,D,D,D,U,R,U,U,R,L,D,L,D,L,R,R,R,R,R"
434,434,64,1,start,marsh,marsh,marsh,marsh,marsh,marsh,marsh,marsh,marsh,marsh,marsh,marsh,marsh,marsh,marsh,marsh,marsh,marsh,marsh,marsh,marsh,marsh,marsh,marsh,marsh,marsh,marsh,marsh,marsh,marsh,marsh,marsh,marsh,marsh,marsh,grass,marsh,marsh,marsh,marsh,marsh,marsh,marsh,marsh,marsh,marsh,marsh,endClosed,,,sword,,enemy,gem,warp,warp2,boulder,boulder,boulder,enemy,gem,boulder,boulder,gem,warp,boulder,boulder,boulder,gem,enemy,enemy,boulder,,,gem,warp3,,,boulder,,,,gem,gem,,boulder,gem,,,,warp3,gem,,boulder,warp2,,,"R,R,R,R,R,D,U,R,L,R,L,L,L,L,L,L,D,U,L,R,U,R,U,R,U,D,U,D,R,L,D,D,D"
435,435,70,1,start,grass,marsh,marsh,marsh,marsh,marsh,grass,marsh,marsh,marsh,marsh,marsh,marsh,marsh,marsh,marsh,grass,marsh,marsh,marsh,marsh,marsh,grass,grass,grass,marsh,marsh,marsh,marsh,marsh,grass,marsh,marsh,marsh,marsh,marsh,marsh,marsh,marsh,marsh,marsh,marsh,marsh,marsh,marsh,marsh,marsh,endClosed,,,,,sword,boulder,boulder,,warp,enemy,enemy,enemy,warp,warp2,,enemy,enemy,gem,enemy,enemy,boulder,,enemy,gem,warp3,gem,enemy,boulder,sword,enemy,enemy,gem,enemy,enemy,boulder,boulder,warp2,enemy,enemy,enemy,,,boulder,warp3,boulder,boulder,boulder,,,"R,R,R,R,L,L,L,D,R,D,U,D,U,L,L,D,D,D,U,U,U,R,R,D,L,R,U,L,U,D,R,D,D,R,U,D,D,R,R,D"
436,436,98,1,start,marsh,marsh,marsh,marsh,marsh,marsh,marsh,marsh,marsh,marsh,marsh,marsh,marsh,marsh,marsh,marsh,marsh,marsh,marsh,marsh,marsh,marsh,marsh,marsh,marsh,marsh,marsh,marsh,marsh,marsh,marsh,marsh,marsh,marsh,marsh,marsh,marsh,marsh,marsh,marsh,marsh,marsh,marsh,marsh,marsh,marsh,marsh,endClosed,,,,,,enemy,hammer,,enemy,enemy,boulder,gem,gem,gem,,,,,enemy,boulder,enemy,boulder,,,gem,,gem,,gem,enemy,,,gem,,,boulder,enemy,,gem,,gem,hammer,gem,enemy,,,,enemy,,"R,R,R,R,D,R,R,U,D,L,L,U,L,L,L,L,D,D,R,R,R,D,R,R,D,D,R,L,L,U,L,L,U,L,L,D,D,D,U,U,U,R,R,D,D,R,R,R,R,D"
437,437,81,1,start,marsh,marsh,marsh,marsh,marsh,marsh,marsh,marsh,marsh,marsh,marsh,marsh,marsh,marsh,marsh,marsh,marsh,marsh,marsh,marsh,marsh,marsh,marsh,marsh,marsh,marsh,marsh,marsh,marsh,marsh,marsh,marsh,marsh,marsh,marsh,marsh,marsh,marsh,marsh,marsh,marsh,endClosed,marsh,marsh,marsh,marsh,marsh,marsh,,,,,hammer,enemy,enemy,,,,enemy,enemy,enemy,warp2,,,enemy,gem,gem,enemy,warp,gem,,enemy,gem,gem,enemy,warp2,,,enemy,gem,gem,boulder,warp3,,,,enemy,enemy,enemy,warp3,,,,,,,warp,"R,R,R,R,L,L,L,L,D,D,D,D,D,D,R,R,R,R,R,R,U,U,U,L,L,L,U,U,R,D,D,R,R,D,U,U,L,L,L,L,L,L"
438,438,55,1,start,marsh,marsh,marsh,marsh,marsh,endClosed,marsh,marsh,marsh,marsh,marsh,marsh,marsh,marsh,marsh,marsh,marsh,marsh,marsh,marsh,marsh,marsh,marsh,marsh,marsh,marsh,marsh,marsh,marsh,marsh,marsh,marsh,marsh,marsh,marsh,marsh,marsh,marsh,marsh,marsh,marsh,marsh,marsh,marsh,marsh,marsh,marsh,marsh,,,,sword,enemy,gem,,,,,warp,enemy,warp,hammer,,,,,enemy,enemy,enemy,boulder,boulder,boulder,boulder,boulder,boulder,boulder,heart,gem,gem,gem,enemy,warp2,gem,heart,gem,gem,gem,enemy,gem,warp2,boulder,boulder,boulder,boulder,boulder,boulder,boulder,"R,R,R,D,R,L,D,D,D,L,L,D,R,R,R,R,U,U,D,D,L,L,U,U,U,U,U,R"
439,439,97,1,start,marsh,marsh,marsh,marsh,marsh,marsh,marsh,marsh,marsh,marsh,marsh,marsh,marsh,marsh,marsh,marsh,marsh,marsh,marsh,marsh,marsh,marsh,marsh,marsh,marsh,marsh,marsh,marsh,marsh,marsh,marsh,marsh,marsh,marsh,marsh,marsh,marsh,marsh,marsh,marsh,marsh,endClosed,marsh,marsh,marsh,marsh,marsh,marsh,,warp,warp3,enemy,gem,gem,gem,,boulder,boulder,enemy,gem,heart,gem,,,boulder,enemy,gem,gem,gem,warp,,boulder,boulder,boulder,boulder,boulder,,,,,boulder,,warp3,boulder,boulder,boulder,,boulder,boulder,boulder,,warp2,boulder,,,warp2,sword,"R,R,D,R,R,D,D,R,R,L,R,R,L,L,R,L,L,U,U,L,L,L,U,R,L,R,R,R,R,R,D,D,L,L,U,U,L,L,L,R,L,R,D,R,R,D,D,R,R,L"
440,440,66,1,start,marsh,marsh,marsh,marsh,marsh,marsh,marsh,marsh,marsh,marsh,marsh,marsh,marsh,marsh,marsh,marsh,marsh,marsh,marsh,marsh,marsh,marsh,marsh,marsh,marsh,marsh,marsh,marsh,marsh,marsh,marsh,marsh,marsh,marsh,marsh,marsh,marsh,marsh,marsh,marsh,marsh,marsh,marsh,marsh,marsh,marsh,marsh,endClosed,,gem,gem,gem,enemy,enemy,gem,gem,sword,sword,sword,enemy,enemy,enemy,gem,sword,sword,sword,enemy,enemy,enemy,gem,sword,sword,sword,enemy,enemy,enemy,enemy,enemy,enemy,enemy,enemy,enemy,enemy,enemy,enemy,enemy,enemy,enemy,enemy,enemy,gem,enemy,enemy,enemy,enemy,enemy,,"D,U,R,D,R,U,R,R,R,R,L,L,L,D,D,L,L,L,D,D,D,D,U,U,U,LR,R,R,D,R,D,R,D,R"
441,441,62,2,start,ice,ice,ice,ice,ice,marsh,ice,marsh,marsh,marsh,marsh,marsh,marsh,ice,marsh,marsh,marsh,marsh,marsh,marsh,ice,marsh,marsh,marsh,marsh,marsh,marsh,ice,marsh,marsh,marsh,marsh,marsh,marsh,ice,marsh,marsh,marsh,marsh,marsh,marsh,marsh,marsh,marsh,marsh,marsh,marsh,endClosed,,,,,,,enemy,,gem,gem,,,boulder,gem,,gem,,gem,,boulder,gem,,gem,,,,boulder,sword,,,,,,,boulder,,enemy,enemy,enemy,enemy,warp,,sword,enemy,gem,gem,warp,enemy,,"D,U,R,D,D,D,U,U,U,L,D,R,R,R,R,U,L,U,L,U,L,U,L,D,D,L,D,R,R,R,R,R,D"
442,442,67,1,start,marsh,marsh,marsh,ice,ice,ice,marsh,marsh,marsh,lava,ice,ice,ice,marsh,marsh,marsh,marsh,ice,ice,ice,marsh,marsh,marsh,marsh,marsh,lava,marsh,marsh,marsh,marsh,marsh,marsh,marsh,marsh,marsh,marsh,marsh,marsh,marsh,marsh,marsh,marsh,marsh,marsh,marsh,marsh,marsh,endClosed,,,,,sword,gem,enemy,,,,boulder,gem,gem,gem,boulder,,,,gem,gem,sword,boulder,boulder,,,,boulder,enemy,heart,boulder,boulder,,,enemy,hammer,heart,boulder,boulder,,,enemy,hammer,,heart,boulder,boulder,,enemy,,"D,R,D,R,R,D,R,U,D,D,R,R,D,U,L,L,L,L,L,L,D,U,R,R,R,R,U,U,R,D,R,D,U,D,D,D,D"
443,443,42,1,ice,ice,ice,ice,ice,ice,endClosed,marsh,marsh,marsh,marsh,marsh,marsh,ice,marsh,marsh,marsh,marsh,marsh,marsh,ice,marsh,marsh,marsh,marsh,marsh,marsh,ice,marsh,marsh,marsh,marsh,marsh,marsh,ice,marsh,marsh,marsh,marsh,marsh,marsh,ice,start,ice,ice,ice,ice,ice,ice,boulder,boulder,boulder,sword,boulder,boulder,,boulder,boulder,boulder,,boulder,boulder,boulder,warp2,warp3,boulder,gem,gem,gem,boulder,warp,warp2,boulder,gem,hammer,gem,boulder,warp,warp3,gem,gem,gem,gem,boulder,,,enemy,enemy,enemy,enemy,boulder,,boulder,hammer,hammer,hammer,hammer,hammer,"U,U,U,U,R,R,R,R,U,U,L,L,U,U,D,D,D,D,L,D,D,R,U"
444,444,52,1,start,ice,ice,ice,marsh,marsh,marsh,ice,ice,ice,ice,marsh,marsh,marsh,ice,ice,ice,ice,marsh,marsh,marsh,ice,ice,ice,ice,marsh,marsh,marsh,marsh,marsh,marsh,marsh,marsh,marsh,marsh,marsh,marsh,marsh,marsh,marsh,marsh,marsh,marsh,marsh,marsh,marsh,marsh,marsh,endClosed,,,,,boulder,warp3,gem,,hammer,,,boulder,gem,enemy,,,boulder,boulder,boulder,enemy,warp3,,,boulder,boulder,warp2,enemy,enemy,boulder,boulder,boulder,gem,warp,enemy,gem,warp,,enemy,enemy,enemy,gem,gem,sword,enemy,warp2,,gem,gem,,"R,D,L,D,D,L,R,D,U,U,R,R,R,U,R,U,U,U,R,L,D,U,D,U,D,D,D,D"
445,445,53,2,start,ice,marsh,marsh,marsh,marsh,marsh,ice,ice,ice,ice,ice,ice,ice,grass,ice,marsh,marsh,marsh,marsh,marsh,grass,ice,marsh,marsh,marsh,marsh,marsh,grass,ice,marsh,marsh,marsh,marsh,marsh,grass,ice,marsh,marsh,marsh,marsh,marsh,grass,ice,marsh,marsh,marsh,marsh,endClosed,,,enemy,boulder,boulder,warp,warp2,,,,gem,gem,gem,enemy,boulder,,,boulder,boulder,warp,boulder,gem,,,heart,,enemy,warp2,gem,,,,,enemy,enemy,boulder,,,gem,gem,hammer,boulder,sword,boulder,,,gem,gem,,"R,D,R,R,R,R,D,L,L,L,L,R,U,U,L,U,R,R,L,U,L,U,L,D,R,L,U,R,D,R,R,R,R,R"
446,446,33,1,start,marsh,marsh,marsh,marsh,marsh,endClosed,marsh,ice,ice,ice,ice,marsh,marsh,marsh,ice,marsh,ice,ice,ice,grass,marsh,ice,ice,ice,ice,ice,grass,marsh,ice,ice,ice,marsh,ice,marsh,grass,marsh,ice,ice,ice,ice,marsh,marsh,marsh,marsh,marsh,marsh,marsh,marsh,,,enemy,enemy,,,,,,,,,hammer,,boulder,,gem,,,,enemy,enemy,,,gem,,,boulder,enemy,,,,gem,,enemy,boulder,sword,,,,,enemy,,,enemy,enemy,,,sword,"R,D,U,L,D,R,L,D,R,L,D,R,D,L,U,U,R,R"
447,447,31,1,start,grass,marsh,marsh,marsh,grass,marsh,marsh,marsh,marsh,marsh,grass,marsh,marsh,marsh,grass,marsh,marsh,grass,marsh,grass,ice,ice,ice,ice,ice,ice,ice,ice,ice,ice,ice,ice,ice,ice,endClosed,ice,ice,ice,ice,ice,ice,ice,ice,ice,ice,ice,ice,ice,,warp,,,heart,warp2,hammer,,,heart,heart,warp2,heart,,heart,warp,heart,,warp3,,warp3,enemy,enemy,enemy,enemy,enemy,enemy,boulder,gem,enemy,gem,gem,gem,enemy,gem,,gem,gem,enemy,gem,gem,gem,enemy,enemy,enemy,enemy,enemy,enemy,enemy,"R,L,R,L,R,R,U,R,R,R,L,R,L,L,R,D,D,L,U,L,D,L,U,D"
448,448,61,1,start,marsh,marsh,marsh,marsh,marsh,ice,marsh,marsh,marsh,ice,marsh,marsh,marsh,marsh,ice,marsh,marsh,ice,marsh,marsh,ice,marsh,marsh,ice,marsh,ice,marsh,marsh,marsh,ice,marsh,ice,marsh,ice,marsh,ice,marsh,marsh,marsh,ice,marsh,marsh,marsh,marsh,marsh,marsh,marsh,endClosed,,,,,,,gem,,,enemy,gem,,,,,gem,enemy,enemy,gem,,,gem,enemy,,gem,enemy,gem,,enemy,sword,gem,enemy,gem,,gem,,gem,enemy,sword,sword,gem,,,,,,,,,"R,R,R,R,R,R,D,D,D,D,L,L,U,L,D,U,U,L,R,U,D,D,R,U,U,D,R,D,L,R,D,R"
449,449,39,1,start,marsh,ice,marsh,marsh,marsh,marsh,marsh,marsh,ice,marsh,ice,marsh,marsh,ice,ice,ice,marsh,marsh,marsh,marsh,marsh,marsh,marsh,ice,ice,ice,ice,marsh,ice,marsh,ice,marsh,marsh,marsh,marsh,marsh,marsh,ice,marsh,endClosed,marsh,marsh,marsh,marsh,ice,marsh,marsh,marsh,,,gem,,,sword,,,,gem,,gem,,,gem,gem,gem,enemy,,,,,,enemy,gem,gem,gem,gem,,gem,,gem,,,,sword,,,gem,,,,,,,gem,,,,"D,D,D,D,R,U,R,R,L,U,R,R,R,D,L,D,L,R,D,R,U,R"
450,450,22,1,start,ice,ice,ice,ice,ice,marsh,ice,ice,marsh,ice,ice,marsh,ice,ice,ice,ice,ice,ice,ice,ice,ice,ice,ice,ice,ice,ice,ice,ice,ice,ice,ice,ice,marsh,ice,ice,marsh,ice,ice,ice,ice,ice,ice,ice,ice,ice,ice,ice,endClosed,,,,,,warp3,hammer,warp,boulder,gem,boulder,,heart,warp2,warp3,,,,,,,,,,,,enemy,,,,,,,gem,,,gem,,,,enemy,,enemy,,sword,,warp,warp2,,"D,R,U,D,L,R,D,R,D,D,R,U,L,D,R,R,D"
451,451,15,1,start,ice,ice,ice,ice,ice,ice,ice,ice,ice,ice,ice,ice,ice,ice,ice,ice,ice,ice,ice,ice,ice,ice,ice,ice,ice,ice,ice,ice,ice,ice,ice,ice,ice,ice,ice,ice,ice,ice,ice,ice,ice,ice,ice,ice,ice,ice,ice,endClosed,,,,,enemy,warp2,enemy,,,boulder,,gem,hammer,warp3,,,,,,,gem,,,gem,,,warp,,,boulder,,,,gem,,warp,,,,,boulder,warp2,boulder,gem,,,warp3,gem,boulder,"D,L,D,U,D,L,L,R,L,U,L,D,R,U,R"
452,452,16,1,start,ice,ice,ice,ice,ice,ice,ice,ice,ice,ice,ice,ice,ice,ice,ice,ice,ice,ice,ice,ice,ice,ice,ice,lava,ice,ice,ice,ice,ice,ice,ice,ice,ice,ice,ice,ice,ice,ice,ice,ice,ice,ice,ice,ice,ice,ice,ice,endClosed,,gem,,,,,warp3,gem,boulder,gem,gem,gem,warp2,,,gem,warp,,sword,gem,enemy,,gem,,,,gem,,,gem,heart,,warp3,gem,,,warp2,gem,gem,gem,boulder,gem,warp,,enemy,,,,enemy,"D,D,R,L,L,R,U,D,D,L,L,R,U,R,R,D"
453,453,23,1,start,ice,ice,ice,ice,ice,ice,ice,ice,ice,ice,ice,ice,ice,ice,ice,ice,ice,ice,ice,ice,ice,ice,ice,ice,ice,ice,ice,ice,ice,ice,ice,ice,ice,ice,ice,ice,ice,ice,ice,ice,ice,ice,ice,ice,ice,ice,ice,endClosed,,warp,,gem,,boulder,sword,warp2,boulder,gem,,,gem,warp3,,gem,,warp3,,,gem,,,boulder,,,,gem,,gem,boulder,gem,,,gem,boulder,hammer,gem,,,warp,boulder,warp2,,,,,boulder,enemy,"R,U,L,D,L,D,R,D,L,U,R,R,U,D,U,U,D,U,L,L,U,R,D"
454,454,19,1,start,ice,ice,ice,ice,ice,ice,ice,ice,ice,ice,ice,ice,ice,ice,ice,ice,ice,ice,ice,ice,ice,ice,ice,ice,ice,ice,ice,ice,ice,ice,ice,ice,ice,ice,ice,ice,ice,ice,ice,ice,ice,ice,ice,ice,ice,ice,ice,endClosed,,gem,,,gem,enemy,sword,,gem,warp2,,gem,,,,,gem,,,,boulder,,warp3,,,,gem,warp,,boulder,warp3,,,enemy,hammer,,warp,gem,,warp2,,,,gem,,,heart,heart,enemy,"D,R,U,R,U,D,U,U,D,R,D,R,R,L,R,U,L,D,R"
455,455,19,2,start,ice,ice,ice,ice,ice,ice,ice,ice,ice,ice,ice,ice,ice,ice,ice,ice,ice,ice,ice,ice,ice,ice,ice,ice,ice,ice,ice,ice,ice,ice,ice,ice,ice,ice,ice,ice,ice,ice,ice,ice,ice,ice,ice,ice,ice,ice,ice,endClosed,,gem,,,,hammer,enemy,,,,,gem,boulder,gem,,,gem,boulder,,,warp,,boulder,boulder,boulder,boulder,boulder,,,enemy,hammer,,heart,boulder,gem,,,,,,boulder,sword,,boulder,heart,,warp,boulder,,"R,L,D,R,L,U,L,D,R,U,D,U,L,D,R,L,D,R,D"
456,456,16,1,ice,ice,ice,ice,ice,ice,ice,ice,start,ice,ice,ice,ice,ice,ice,ice,ice,ice,ice,ice,ice,ice,ice,ice,ice,ice,ice,ice,ice,ice,ice,ice,ice,ice,ice,ice,ice,ice,ice,ice,endClosed,ice,ice,ice,ice,ice,ice,ice,ice,,gem,,,,,gem,gem,,,,gem,,hammer,,,,gem,warp,gem,,,,,,gem,,,,,,,,,,,warp,,,,boulder,gem,hammer,,,,,gem,boulder,"R,L,D,R,L,R,L,D,R,U,L,L,U,R,D,L"
457,457,10,1,ice,ice,ice,ice,ice,ice,ice,ice,start,ice,ice,ice,ice,ice,ice,ice,ice,ice,ice,ice,ice,ice,ice,ice,lava,ice,ice,ice,ice,ice,ice,ice,ice,ice,ice,ice,ice,ice,ice,ice,endClosed,ice,ice,ice,ice,ice,ice,ice,ice,hammer,,gem,gem,gem,enemy,warp3,,,,,,boulder,enemy,,,warp,,warp2,,gem,,,,,,,,gem,warp2,gem,gem,heart,,,,boulder,,,warp3,,sword,,,,,,gem,warp,"L,D,R,R,R,U,D,U,R,R"
458,458,14,1,ice,ice,ice,ice,ice,ice,ice,ice,ice,start,ice,ice,ice,ice,ice,ice,ice,ice,ice,ice,ice,ice,ice,ice,ice,ice,ice,ice,ice,ice,ice,ice,ice,ice,ice,ice,ice,ice,endClosed,ice,ice,ice,sand,ice,ice,ice,ice,ice,ice,warp2,gem,gem,warp3,,enemy,hammer,gem,,,boulder,,,enemy,,gem,,gem,,warp3,gem,gem,warp,gem,,,gem,,,,gem,,,,gem,,gem,,,,,,sword,gem,warp,gem,,gem,warp2,"D,D,L,U,U,D,R,D,L,U,R,L,R,D"
459,459,21,1,ice,ice,ice,ice,ice,ice,ice,ice,ice,ice,ice,ice,ice,ice,ice,ice,ice,ice,ice,ice,ice,ice,ice,start,ice,endClosed,ice,ice,ice,ice,ice,ice,ice,ice,ice,ice,ice,ice,ice,ice,ice,ice,ice,ice,ice,ice,ice,ice,ice,hammer,hammer,enemy,,warp3,warp2,heart,enemy,,gem,,,gem,warp,,,,,,,,,gem,,,,gem,warp2,,,gem,,gem,,,,,,,warp,warp3,,gem,gem,boulder,boulder,gem,heart,gem,"L,R,D,U,R,D,U,L,D,L,U,L,U,L,R,D,L,R,U,D,D"
460,460,16,1,ice,ice,ice,ice,ice,ice,ice,ice,ice,start,ice,ice,ice,ice,ice,ice,ice,ice,ice,ice,ice,ice,ice,ice,ice,ice,ice,ice,ice,ice,ice,ice,ice,ice,ice,ice,ice,ice,ice,endClosed,ice,ice,ice,ice,ice,ice,ice,ice,ice,warp,hammer,warp2,boulder,boulder,gem,gem,,gem,,boulder,boulder,,warp3,gem,gem,gem,boulder,boulder,,,,gem,boulder,heart,boulder,,sword,,hammer,boulder,boulder,enemy,gem,warp2,,warp3,boulder,boulder,,gem,enemy,sword,enemy,boulder,boulder,enemy,enemy,warp,"D,L,D,U,U,D,U,U,U,D,U,L,L,D,R,L"
461,461,16,1,ice,ice,ice,ice,ice,ice,ice,ice,ice,start,ice,ice,ice,ice,ice,ice,ice,ice,ice,ice,ice,ice,ice,ice,ice,ice,ice,ice,ice,ice,ice,ice,ice,ice,ice,ice,ice,ice,ice,endClosed,marsh,ice,ice,ice,ice,ice,ice,ice,ice,warp,gem,,boulder,boulder,gem,,warp2,gem,,boulder,boulder,warp,sword,,,gem,,,,,,,,,,,,enemy,warp3,gem,,gem,gem,,gem,gem,gem,,,,,warp3,gem,enemy,,,,warp2,"U,L,U,R,D,R,D,L,R,D,U,D,L,L,R"
